image_id,group,source_family,analysis_category,height_category,platform,device,height,unit,uav_height_m,image_path,mask_path,json_path,visualization_path,image_width,image_height,crack_pixels,total_pixels,crack_ratio,split_chunk_size,split
GoPro_3ft__000011,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000011.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000011.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000011.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000011_viz.png,3840,2160,711919,8294400,0.085831283757716,10,train
GoPro_3ft__000012,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000012.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000012.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000012.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000012_viz.png,3840,2160,1029199,8294400,0.1240835985725308,10,train
GoPro_3ft__000013,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000013.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000013.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000013.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000013_viz.png,3840,2160,838136,8294400,0.1010484182098765,10,train
GoPro_3ft__000014,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000014.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000014.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000014.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000014_viz.png,3840,2160,770519,8294400,0.0928962914737654,10,train
GoPro_3ft__000015,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000015.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000015.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000015.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000015_viz.png,3840,2160,639330,8294400,0.0770797164351851,10,train
GoPro_3ft__000016,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000016.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000016.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000016.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000016_viz.png,3840,2160,708743,8294400,0.0854483748070987,10,train
GoPro_3ft__000017,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000017.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000017.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000017.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000017_viz.png,3840,2160,901197,8294400,0.1086512586805555,10,train
GoPro_3ft__000018,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000018.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000018.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000018.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000018_viz.png,3840,2160,593343,8294400,0.0715353732638888,10,train
GoPro_3ft__000019,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000019.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000019.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000019.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000019_viz.png,3840,2160,788648,8294400,0.0950819830246913,10,train
GoPro_3ft__000020,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000020.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000020.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000020.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000020_viz.png,3840,2160,677451,8294400,0.081675708912037,10,train
GoPro_3ft__000021,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000021.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000021.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000021.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000021_viz.png,3840,2160,658651,8294400,0.0794091194058642,10,train
GoPro_3ft__000022,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000022.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000022.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000022.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000022_viz.png,3840,2160,568538,8294400,0.0685448013117284,10,train
GoPro_3ft__000023,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000023.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000023.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000023.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000023_viz.png,3840,2160,663533,8294400,0.0799977092978395,10,train
GoPro_3ft__000024,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000024.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000024.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000024.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000024_viz.png,3840,2160,840441,8294400,0.1013263165509259,10,train
GoPro_3ft__000025,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000025.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000025.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000025.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000025_viz.png,3840,2160,911782,8294400,0.1099274209104938,10,train
GoPro_3ft__000026,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000026.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000026.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000026.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000026_viz.png,3840,2160,445011,8294400,0.0536519820601851,10,train
GoPro_3ft__000027,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000027.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000027.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000027.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000027_viz.png,3840,2160,726643,8294400,0.0876064573688271,10,train
GoPro_3ft__000028,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000028.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000028.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000028.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000028_viz.png,3840,2160,469682,8294400,0.0566263985339506,10,train
GoPro_3ft__000029,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000029.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000029.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000029.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000029_viz.png,3840,2160,143177,8294400,0.0172618875385802,10,train
GoPro_3ft__000030,gopro_3ft,gopro,ground_close_range,ground_height,ground,GoPro,3,ft,,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000030.jpg,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Masks\GoPro_3ft__000030.png,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Images and Jsons\GoPro_3ft__000030.json,D:\OneDrive - Louisiana State University\Flavia-Ioana Patrascu's files - 2- Abu Bakar\Journal_Paper_1\Final_Dataset\gopro_3ft\Visualization\GoPro_3ft__000030_viz.png,3840,2160,170017,8294400,0.0204978057484567,10,train
